text,label
শালায় একটা পাগল ছাড়া কিছু না।,1
হায়রে দেশ ছাত্র বলে সাত খুন মাপ,0
মাকেট বন্ধ করে দেওয়া হোক,2
এটা মানুষ না আওয়ামীলীগ এটা একটা কুকুর মারা গেছে।।,1
একহাতে কোনদিন তালি বাজে না তোমাদের ও দোষ আছে,1
বতমান কিছু অসত ব্যবসায়ীরা সিণ্ডিকেট করে আর তাদের বিরুদ্ধে কথা বললেই তারা গ্যেনজাম করে। প্রশাসনের উচিত ঐ সকল ব্যবসায়ীদেরকে আইন এর আওতায় এনে তাদের কঠিন বিচার করা।,0
কুরআন শরিফকে অবমাননা করলেই হয়ে যায় রাজনীতি ষড়যন্ত্র আর শেখ মুজিবুরকে কেউ গালি দিলে হয়ে যায় স্বাধীনতার শতরু এদেশের রাজনীতির নেতারা ইসলামের শতরু বেয়াদব আল্লাহ তাদের শেষ করে দাও যারা তোমার কুরআনের শতরু ইসলামের শতরু,2
সত্য প্রকাশ করার জন্য ধন্যবাদ একাওর টেলিভিশন,0
পুলিশ মারা গেছে এই খবর কবে শুনবো,1
"সুবহানআল্লাহ ভাই, আসলে আমি সঠিক জানি না। কমেন্টে একজন লিখছে দেখলাম ওনার কোন আত্মীয়ের বউ হয় নাকি।",0
"পুলিশ মানেই জারজ আর কুত্তালীগ ২,৪ টা মরলে খুশি হইতো বাংলার মানুষ",2
ইকবালের বেলায় পরিবার ও দায় নেবে না আর ওর জাত ভাইরা ও দায় নিবে না।কিন্তু হিন্দুদের বেলায় কুমিল্লায় নিজেরাই কাহিনী করে পুরো দেশে যে সহিংসতা চালাইলি তখন পুরো হিন্দুদের উপর দায় দিলি কেমনে?,0
আন্দোলন চলছে চলবে।জলকামান পুলিশের হুটকিতে দাও,1
এটা পারিবারিক শিক্ষার বহি:প্রকাশ।এগুলো ছাত্র না এগুলো বস্তি।সরকারী দলের ছাত্রসংগঠন এর রাজনীতি করে আর দোকানে দোকানে গিয়ে ধান্দাবাজি করে আর নেতার নাম প্রতিষ্ঠানের নাম বলে চালিয়ে দেয়।মোট কথায় যা বলে পার পাওয়া যায়।এদেরকে দোকানিরা বেঁধে রেখে পুলিশ ও সাংবাদিকদের ফোন দেওয়া উচিত ছিল।।,1
কথায় ছিলো মিডিয়া যখন 96 ভাগ মুসলমানদের দেশে পবিত্র কুরআন কে অপমান করা হয়েছিলো যাখন আমার মুসলিম ভায়েরা পতিবাদ জানালো তখন আবার তাদের উপর পুলিশ এর আঘাত 😭😭😭😭😭,0
যদিও আমি ব্যবসায়ীর পক্ষে বা বিপক্ষে না কিন্তু যে মারা গেসে সে ঢাকা কলেজের সামনে মারা গেসে। ছাদের থেকে ইট মারা হচ্ছিলো।,0
এখন দেখার বিষয় মেয়েটাকে গণধর্ষণ করে কিনা আওয়ামী লীগ জানোয়ার গুলো- আল্লাহ সকলকে হেদায়েত নসিব করুন. আমিন।,1
আচ্ছা ইকবালের বাড়িতে এখন হামলা হচ্ছে না কেন 🤔🙄🤔🤔🤔,0
কুত্তা লিগের লোক জন দের মেরে ফেলো,2
"এদের অনেক বেশি প্রশ্রয় দেওয়া হয়ে যাচ্ছে, দুদিন পর পর একটা নাটক শুরু করে, উনাদের দাবি মানতে হবে, নিউমার্কেটে অনেক ব্যবসায়ী মানুষ ঠকানো ব্যবসা করে, ছাত্র নামধারী সন্ত্রাসী ছুরি চাপাতি নিয়ে চাঁদাবাজি করে, দুইটাই তো খারাপ তাহলে কিসের জন্য এত আন্দোলন, কিসের দাবি জানাচ্ছে বুঝিনা।",1
"স্বাধীন মত প্রকাশের নামে কারো ধর্মীয় অনুভূতি কে আঘাত করা কি নামে বাখ্যা করবেন,,,,",0
ঢাকা কলেজ ছাএদের এই একতাকে আমি ভালবাসি। সকল আন্দোলনে এরা একযোট হয়ে অন্যায় বিরুদ্ধে সবসময় প্রতিবাদ করে। যা দেশের আর কোথাও বেশি চোখে পড়ে না। একতাই বল কথাটা ঢাকা কলেজ দেখিয়ে দিয়েছে। ❤️❤️❤️❤️,0
ঠিক করছে ভালো করে মিছিল করছে সেখানে বাধা দেয় পুলিশ লীগ তো বাংচুর করবে না কি করবে,1
সময় টিভিও আস্তে আস্তে দালাল হয়ে উঠতেচে মনে হচ্ছে,1
সাবাস।দোকান সব ভেংগে দিতে হবে বা পুড়িয়ে দিতে হবে,2
"এদের মানুষ বলতেও লজ্জা লাগে। এরা শিক্ষা অর্জন করে কি করবে। দেশের বা,,,, ফালাবে ।",0
"তার বাড়িতে আগুন লাগিয়ে কি হবে,সে যদি না থাকে।তাকে যেখানে দেখবেন সেখানে হত্যা করা হোক।তার বাবা মায়েরা কি অপরাধ করছে???",2
"আল্লাহ,,, ভারতীয় দের প্রতি এতো গজব দিচ্ছে তবুও তারা বুঝতে পারছে না,,",1
ভীষণ দুঃখজনক ঘটনা।,0
সামান্য কিছু ঘটলেই সেটা সরকার বিরোধী আন্দোলনে রুপ নেয়,0
রিপোর্ট দিয়ে চ্যানেল বন্ধ কইরা দেন চ্যানেল বন্ধ করে দেন,2
আল্লাহু এই জানোয়ারগুলার বিচার করুক,1
নিউমার্কেটে সংঘর্ষে আহত নাহিদ মারা গেলেন😥😥,0
"আচ্ছা গো বোন,,তে তোমার মাথায় সিঁদুর কেনে??? তুমিও তো বৈষম্য সৃষ্টি করতেছো??? যাও সিঁদুর মুছে, অন্য সব ছাত্রছাত্রীদের মত এক রখম হয়ে আসো!!!",2
এই বাল লীগ বন্ধ হউক ।,2
লেখক তুই মিথ্যা তোর জমম মিথ্যা।,1
সেরা বিচার!😠মত প্রকাশের স্বাধীনতায় বাধা দেবার পরিণাম যদি ফাঁসি হয় তবে যারা কোটি মানুষের কন্ঠ রোধ করে রাখছে তাদের বিচার নিশ্চয়ই সামনে দেখতে পাবো?[বিঃদ্রঃ হিসাব কিন্তু দেওয়া লাগবে- হোক সে পয়সাওয়ালা কিংবা ক্ষমতার শীর্ষে আরোহী।‌],0
"হাইরে নারি তোমরা হচ্চ গরের ইজ্জত আর সেই তোমরা রাস্তায় নেমে,এইসব কি,করতেচ,তোমরা আল্লাহকে ভয় কর।",2
সব জালিম।।।। আল্লাহ বিচার কর।,1
ওই বিচারক মুরতাদ এবং এরা জংগী নয় এরা ইসলামের বীর মুজাহিদ। তাদের প্রতি সকল মুসলমানের ভালোবাসা আর দোয়া আছে।এরা আমার ভাই এরাই প্রকৃতপক্ষে সফল।,1
মুসলিমের কোন পশাক নিয়ে কোন ইহুদির বাচ্চা কিছু বললে তার ছাড় দেওয়া হবে না প্রয়োজনে ইসলাম রক্ষার জন্য জীবন দিতে রাজী কোন ইহুদির কাছে মাথা নতো করতে রাজি না,2
"যেদিন তারা শাস্তি প্রত্যক্ষ করবে সেদিন বলবে হায় আফসোস আমাদের,আজকতোইনা ভাল হতো যদি আমরা মুসলিম হতামআল কোরআন",0
স্লোগানটা হতে হবে অন্যায়ের বিরুদ্ধে। সে যেই হোক ছাত্র অথবা ব্যাবসায়ী। তারা ছাত্র বলেই অন্যায় করে ছাড় পেয়ে যাবে এমন কেন??,0
এই সংঘর্ষের কারণ কি?,0
তোর সব মিথ্যা কথা,0
যুদ্ধের উত্তেজনা দেখছি সাংবাদিকের কন্ঠেও 😁 কেউ নাকি নিহতও হচ্ছে!😁,1
তোরা রাজাকার,1
যারা মারা যাবে তারা একই দলের লোক সরকার কি করবে।,1
ওদের উদ্দেশ্য শুধু বোরকা পরে না আসতে দেয়া। গেরুয়া কিংবা পাগরি পরা না। ইসলামকে কিভাবে হ্যায় করা যায় সিই চিন্তা। আর কিছুই নয়।,1
"শিক্ষা মন্ত্রী মুখে হাসি দেখে মনে হয়, নিউমার্কেটে ডান্স হইতাছে,,, ধিক্কার জানাই মন্ত্রীদের জন্য।",0
আজকে মনে হয় এই দেশে জন্ম নেটাই মনে হয় বিসাল পাপ।।,0
মানুষের জীবনের কোন নিরাপত্তা নাই। কার মৃত্যু কখন হবে আল্লাহ ছাড়া কেউ জানেনা। তাই এখন থেকে আমরা সবাই আল্লাহর হুকুম মত জীবনকে পরিচালিত করি।,0
🤣🤣🤣🤣 পুলিষ নিরপেক্ষ,0
নিউ মার্কেটের দোকানদার রা প্রত্যেকে বজ্জাত এদের উচিৎ শিক্ষা হওয়া উচিৎ,2
বাংলাদেশ সরকারের কাছে একটাই আবেদন হিজাব ছাড়া কোন নারী যেন স্কুল বা কলেজ কিংবা কোথাও না যেতে পারে এরকম একটা আইন পাস করুন। যদি আমাদের সরকার মুসলমান হয় তাহলে এটা আশা করি পাস করবে ।,2
এইসকল ব্যাবসায়িদের বিচারের আওতায় আনা হোক।।।,0
মাদারচোদ বাচ্চা কি করে কুপিয়ে মারা হোক,2
ছাত্রদের মর্যাদা অক্ষুণ্ণ রাখা হোক দাবি বাস্তবায়ন করে।,0
তান্ডবের কি? দেখেছ তান্ডব শুরু মাত্র,2
"দেখা যাক কোন কিছুর দাম কমে কিনা,কেও ঐ ছেলেটার কথা বলছেনা কেন? যে মারা গেছে",0
যে ছেলে মারা গেছে তার পরিবারের জন্য সবাই যেনো এগিয়ে আসে সে জন্য আপনারা খেয়াল করবেন সময় নিউজ।,0
"ঢাকা কলেজের শিক্ষার্থীরা ভবনের ছাদ থেকে ইট-পাটকেল ছুড়ছে, এটাতো শিরোনাম ঠিকই দিতে পারছেন। কিন্তু ব্যবসায়ীরা কোথা থেকে হামলা করছে সেই শিরোনামের কোন খবর নাই ।",1
"কয়েক পরে নির্বাচন কমিশন বলবে নির্বাচন দরকার নেই,, নির্বাচন দিলে মানুষ মারা যায়🖕🖕🖕🖕",1
কিছু বলার নেই। কোথায় গেল এখন যারা বলেছিলেন হিন্দু সম্প্রদায়ের লোক এই কাজ করেছে কোথায় এখন। তোমার কাছে যেমন তোমার ধর্ম প্রিয় তেমনি আমার কাছে আমার টা ও প্রিয় কোন বিষয় এ সঠিক তদন্ত না করে কারো উপর ঝাপিয়ে পড়া সঠিক নয় । মনে রেখো সৃষ্টিকর্তা শ্রেষ্ঠ বিচারপতি,0
আমি ও আপনার সাথে একমত,0
বাংলাদেশ এ হিন্দুদের ওপর নির্যাতন চললে ভারতে তার ২০০০০% রিটার্ন ডেওয়া হবে সুদে আসলে।।😈😈,2
এ ভাবে আন্দোলন করতে হবে,0
"তান্ডব টা চালালো পুলিশ আর নাম হলো করো,,,,বাংলাদেশের সব মিডিয়া মাদারচোদ",1
এদের বিচার করা হোক তাহলে ঠিক হয়ে যাবে,0
"৮৫%মুসলমানের দেশে কুরআনকে অবমাননা করা হয় অথচ এদেশের আইন, নেতৃবৃন্দ এগুলো দেখে বুঝে না দেখার ভান করে।আল্লাহ এদেরকে হেদায়েত দান করুন।",0
যে দুটি আয়েশার ফুটো খুঁজে পায় ও দুই ছেলে-মেয়ের বাপ হয়সেট পাগল হয় কি করে? সে আবার আত্মগোপন করে থাকে কি করে? ।,0
এডিসি হারুনের বিচার চাই।✊,0
"ওখানে কি ছাত্ররা হামলা করেনি,,?",0
"জারজ সন্তানদের পূজা বন্ধ করা হোক,নাহলে আগুন দিয়ে পুরিয়ে দেয়া হোক",2
হিন্দুকে শেষ করে দেওয়া হবে মুসলমানদের কিছু করলে নাগ গলালে কুত্তার বাচ্চারা শরীরে একপুটা রক্ত থাকতে জালিমের সামনে মাথা নত করবো না,2
"মুক্তিযুদ্ধের পক্ষের চেতনায় বিশ্বাসী একদল মানুষ হলো ছাত্রলীগ। তারা কখনো মারামারি করতেই পারেনা যমুনা টিভি মিথ্যা খবর প্রচার করছে, তাদের এ সাহস কে দিয়েছে!?",0
সিক্ষার্থি যারা দেশের আইন কে জেনে পড়েও সম্মান করতে পারেনা দেশের বিচার ব্যবস্থা উপেক্ষা করে হিংশ্র আন্দোলন করে।সাধারন জনগন দেশের আইন কি বাল মানবে!,1
শিক্ষা জুতার মেরুদন্ড,0
ভাই আপনি মোনেহয়ভাল একজন মুসলিম ধর্মত হিন্দু পায়ের নিচের,1
"এতোবড়ো পূজা মন্ডব অথচ কোন সিসি ক্যামেরা সিস্টেম নেই নাকি,আর এতো বড়ো অনাচারের বিচার না হলে তাহলে দেশের বিচার ব্যবস্থার উপর যেটুকু আস্থা ছিল সেটুকুও উঠে যাবে জনগণের।",0
লাল মিডিয়া সাংবাদিক তুমি একটা দালাল এর বাচ্চা দালাল পুলিশ মারছে সেটা বলতে পারছনা বিক্ষোভকারীরা মারলে সেটা বলো তোমরা যে অবৈধ সরকারের দালালি করছো সেটা সাধারণ জনগণ ভালো করেই জানে!,1
এদের বিচার হওয়া দরকার,0
ছাত্রলীগ রাজনৈতিক কুকুর গুলো কামরাকামরি করে। রাজনৈতিক বন্ধ করে দেওয়া হোক।,2
সাংবাদিক তুই তো দালাল,1
সম্পুর্ন একমত ।,0
উনি পাগল হলে কুমিল্লা থেকে কিভাবে পালিয়ে যায় দুনিয়াতে পাগল হোক ছাগল হোক আল্লাহ এবং কোরান মা বাবা সবাই চিনে ওনার পিছনে কুন বড়ো শক্তি কাজ করছে এদের কে খোঁজে বের করা উচিত,0
"দায় এড়িয়ে গেলে হবে না ~ অবশ্যই সে মুসলিম তবে মনুষ্যেত্বর অভাব আর ধর্মান্ধতার কারনে এমনটি করেছে । ধর্মশিক্ষার পরিবর্তন জরুরী , না হলে এমন অপ্রকৃতি হোক্ আর আপনার মতো ওজর কাটিয়ে দায় এড়িয়ে যাওয়া প্রকৃত মুসলিমদের জন্মহার বাড়তেই থাকবে ।",0
এই ছোট্ট বোনটা কে একটু সাপোর্ট করুন সবাই প্লিজ? 👰আমি আশা করি? কেউ না কেউ আমার বন্ধু হয়ে পাশে থাকবে.😭..🌱..,0
ধন্যবাদ ঢাকা কলেজের শিক্ষার্থীদের এরকম প্রতিবাদ করার জন্য।,0
এটি সম্পুর্ণ ইবলিশ এর খেলা শুরু মুসলমানদের পক্ষে আল্লাহ পাক হুজুরে পাক সাঃ রয়েছে তাই আল্লাহ মুসলমানদের হেফাজতের ফয়সালা করুন আমিন অবশ্যই ঐ জালিম ইহুদি হিন্দুদের উপর আল্লাহর গজব নাজিল হোক আমিন।,2
ব্যবসায়ী চ্যানেল ব্যবসায়ীদের কথা বলে! দালাল শালা ঘরে শালারা! যত মার্কেট আছে সব পুইরা ফালাইলেই ভালো হইতো,1
যেই দুই ব্যাবসায়ির কারণে এই সংঘর্ষ হইছে তাদের বিচারের আওতায় আনা হোক।,0
এটা গুজব ছিল মনে হয়।,0
বাংলাদেশ থেকে ছাত্র রাজনীতি বন্ধ করা হোক,2
ব্যাসায়ীদের বিচার চাই,0
খুব সুন্দর নাটক সাজাতে পারেন আমার সোনার বাংলা দেশ আমরা তা মানব না তার সাথে অনেক বড় এক জন জড়িয়ে রয়েছে,1
মাছ এর রাজা ইলিশ বাতির রাজা ফিলিপসআর জানোয়ারের রাজা পুুলিশশালা পুলিশ নয় সরকারের দালাল,1
বেয়াদব ছাত্র দের কে গণধোলাই দিয়ে শিক্ষা দেওয়া হোক,2
"নিউমার্কেটের ব্যবসায়ীরা খুবই বাজে ব্যবহার করে ক্রেতাদের সাথে। তারা ক্রেতাদেরকে মানুষ মনে করেনা। ১০০টাকার পণ্য ১০০০টাকা চাইবে। আবার পণ্যের দাম কম বললে তারা খুব খারাপ ব্যবহার করে, পারলে গায়ে হাত উঠায়।",0
যারা এটাকে গুজব বলছে তারাই করেছে কি না সন্দেহ আছে....,1
"অা‌লেমরা কর‌লে তান্ডব, নরতকীরা কর‌লে হয় অা‌ন্দোলন ।এ‌কেই ব‌লে বাংলা মি‌ডিয়া ।",1
"এটাই ভাবছিলাম গতকাল সংবাদ শোনার পর, পরিস্থিতি সামলাতে কলেজ বন্ধ করে দিবে নিশ্চিত",0
ভিসির চার বছরের সকল কার্যক্রম তদন্ত করা হোক।,0
পতিতালয় জন্ম নেয়া ছাএলীগ,1
জমুনাটিবি মনে করেছিলাম সঠিক বিষয় তুলে ধরে কিন্তু এরাও দালাল,1
আমার হোগা মারা সারা 🤣,0
এর উপযুক্ত বিচার হওয়া উচিত 👍👍👍,0
ছাত্রলীগ নামের অমানুষদের বিচার চাই।,1
এই আওয়ামী লীগের সন্ত্রাসী গুলো কে চরম শিক্ষা দিতে হবে।,2
"কলেজ-বিশ্ববিদ্যালয়ে বেশিরভাগই ছাত্র লেখাপড়ার নামে শহরের মোডে মোডে চাঁদাবাজি সন্ত্রাসী কর্মকাণ্ড ইত্যাদি করেনএটা যাঁরা শহরে হকার ব্যবসা করেতাঁরা জানেন, মুখ খুলে কেউই ভয়ে বলে কারণ তাঁরা শিক্ষিত সন্ত্রাস,,, তাদের মিথ্যা বানোয়াট কথা সবাই শুনেন, কিন্তু একজন সাধারণপাবলিকের কথা কেউই শুনে না,, আবার তাদের সাথে জড়িত আছে মুখোশধারীঅনেক দুর্নীতিবাজ পুলিশ,,,,, এটাই সোনার বাংলার শিক্ষার উন্নয়ন,,,,শিক্ষক যেমন, ছাত্রও তেমন,,",1
আজ সরকার আইন করে মত প্রকাশের স্বাধীনতা কেড়ে নিলো! তার কি বিচার হবে?,0
"করোনায় এত লোক মারা যায়, কিন্তু এই বেগম মমতা মরে না কেন,,,",1
"এরকন হাজারো সিসি টিভির ফুটেজ আজকে টাকার কাছে বিক্রি হয়,,,টাকা হলে ১ টা কেনো ৪ টা ও বের করা যায়,,,আজকে আমাদের সাধারণ মানুষকে নানা ইস্যু দিয়ে ব্যস্ত রেখে তাদের ফায়দা তারা ভালো ভাবে ই লুটিয়ে নিচ্ছে,,,ভাই ঘটনার পরদিন এই ফুটেজ কই ছিলো,,দেশের গোয়েন্দা সংস্থা কি এতোই দূর্বল হয়ে গেছে নাকি যে ,,,১ ২ দিন পর ও বের করতে পারলো না ,,,ঘটনার পরদিন দেখলাম একজন রে ধরে তারে বলছে সে রাখছে ,,,এখন আবার ইকবাল ,,,বাহ্ ,,বাইনচুদ মার্কা অবৈধ সরকার ,,,",1
আমি ধন্যবাদ জানাই কুমিল্লা সদর থানা ওসি সাহেবকে তিনি নিজেই কুরআনটি তাহার বুকের মধ্যে জড়িয়ে রেখে যথাযথ হেফাজত করেছেন।,0
শাওয়ালীগ পুলিশের উপর ও দেখি হামলা চালাচ্ছে,1
যার যে ধর্ম সে ঐ ধর্মই পালন করুক। কিন্তু যখন কুরআনের অবমাননা হয় তখন বলতে পারিস যারা সাম্প্রদায়িক তাদেরকে ছাড় দেওয়া হবে না।,2
হিজাব পরা এটা আমাদের ভারতের ধর্মীয় স্বাধীনতা। যেমন শিখদের পাগরী পরা। স্কুলের পোশাকের চাদর এর রঙের হিজাব পরতে হবে।,0
মানুষ মারে ওরা আল্লাহ এর তো বিচার করার কোনো অধিকার নাইএসব জঙ্গি গুলা মানসিক রোগের শিকারধর্ম এর নামে বাড়াবাড়ি,0
"এখন স্কুলেও ধর্মীয় বিভেদ সৃষ্টি হলো। এই বয়সে খেলা-ধুলা আর পড়াশোনা করার কথা। বিজিপি সরকার মানবতার শত্রু, ধর্মের শত্রু।",1
নিভিয়াছে কোরআন হাদীসের জ্ঞানবাধ‍্যযণ্ত্র নাচে গানে ভরপুর ইবলিশের সন্তান হারাম হালালের নয় ভেদাভেদ চাই শুধূ ভরিতে নিজের বস্তালুটেপাটে সব ধ্বংস কাপেরেরা লাগায় মুখর উপর লাতি গুতা।,1
হে আল্লা আমাদের এই বোনদের কে হেফাজত করুন মুসলিম বিশ্বকে আপনি রক্ষা করুন মা-বোনদের পর্দার আড়ালে থাকার রক্ষা করুন,0
মানুষদের ভোগান্তি দিয়ে অবরোধ এরা দেশের জংলি এদেরকে আইনি ব্যবস্থা নেওয়া হোক,0
"আওয়ামী লীগের শনরাসীরা শুধু বিজিবি নয়,সেনাবাহিনী ও মেরে ছাপ করে দিবে।",1
সাংবা‌দিক ভাই ধয়া ক‌রে সব দূষ শিক্ষার্থীদের দি‌বেন না।,0
হায়রে বাংলাদেশ। দেখি শেখ মাফিয়া কি বিচার করে? আমরা কঠিন বিচার চাই।,1
"এই লোক গ্রেপ্তার হবে কি ? প্রকৃত দোষী হলে গ্রেফতারের সম্ভবনা, আমার মনে হয় 0%, কারন ব্যাপারটা সাধারন না, শিকড় অনেক গভীরে । এ খবর প্রকাশ করার আগে ন্থল বন্দর বিমান বন্দর, সীমান্তে রেড এলাড&#39; জারি করার প্রয়োজন ছিল, যদিও আমরা জানিনা রেড এলাড&#39; জারি করেছে কি না ! হয়তোবা করছে, হয়তোবা না ।",0
আমরা সনাতনলম্বীরা একটু শান্তি চাই আমাদের সাথে হওয়ার অন্যায়ইয়ের বিচার চাই আর এই নাস্তিকগুলোর ফাঁসি চাই 🙏🙏🙏😪😪😪😪😪✊✊সব নাস্তিক দের শাস্তি চাই 🙏🙏🙏🙏😪😪😪✊✊,0
সরকার দালাল মিডিয়া,1
"ওরে আপু কখন ও শুনেছেন চোর বা চোরেরা আওমিলিগের লোক আওমি হচেছ কাঠের পুতুল জারা তারা আওমি করে, তারা ধরে মাছ না ছোয় আগুন, সারা জিবন আমরা সুনেছি ধরি মাছ না ছুই পানি, আমরা সব সময় শুনেছি কোন আকাম করলে বহিকৃত আওমি দেখা জায় জে দূনিয়া তে মায়ের পেট থেকে আসার আগেই বহিকৃত",1
সাহসী মানুষদের আল্লাহতালা বড়ই ভালবাসেন এবং তাদের প্রতি আল্লাহতালা খুবই সন্তুষ্ট। আল্লাহতালা একদিন ন্যায় বিচার করবেন ইনশাআল্লাহ,0
ধন্যবাদ সাংবাদিক ভাইদের কে,0
এই কাজটা করার কথা পুলিশের কিন্তু সেটা যমুনা টিভি করেছ। অসংখ্য ধন্যবাদ,0
এখন তো কাউকে কোরান অবমাননার বিচার দাবি চাইতে দেখছি না।।।,0
এরা হিন্দু না এরা হলো কাফের,1
"আল্লাহ পাক ভারতকে হেদায়েত করো, নতুবা ধ্বংস করে ‌দাও।",2
সত্তিকারের অপরাধীদের যারা শেল্টার দিবে তারা কোনো মানুষের জন্ম হতে পারে না।অথবা একজনের জন্ম দেয়া হতে পারে না। কমছে কম ৫০/৬০ জনের দেয়া মিস্র জন্ম।,1
মূলত এটা একটা দাঙ্গা লাগছে রে ভাই।ধর্ম এই সব আমাদের শিক্ষা দেয় না। মূলত মানুষরা উল্টো পাল্টা কাজ করে আর দোষ পরে ধর্মের,0
দেরিতে হলেও এ রায় যুগান্তকারী। রায়ের দ্রুত কার্যকর সহ অন্যান্য মুক্তমনা হত্যার দ্রুত বিচার চাই। সেই সাথে সাগর রুনি হত্যার বিচারেও গতি চাই 🇧🇩🇧🇩🇧🇩।,0
মিডিয়া হচ্ছে সরকারের দালাল,1
ভাই আপনারা আর খবর প্রকাশ করেন না বাইরের দেশ গুলোর কঠোরতা ভিশণ ভাবে প্রয়োজন,0
ঢাকা কলেজের ছাত্ররা চোর ডাকাতের চেয়েও নিকৃষ্ট৷ এরা নিউমার্কেটে দোকানে জোর জবরদাস্তি করে জিনিসপত্র নিয়ে যায়৷ এদের উপর গুলি চালানো হোক।,2
ওর ভাই বললনা যে আপনি ওরে নাস্তা খাওয়াইয়ায় যেকোনো কাজ করে নিতে পারবেন।।তাছাড়া ও নাকি মানসিক রোগী তো ও কেনো মন্দিরে কুরআন রাখবে।।নিচ্শয় ওকে ব্যবহার করছে আঃ লীগ,1
কত আন্দোলন দেখলাম এই ৮ +৯ বছরে,0
কিছু হলেই সমাধান একটা।শিক্ষা প্রতিষ্ঠান বন্ধ।,0
"এখন সেই অতি উৎসাহী জনতা কোথায়,, ইকবালের বাড়িতে গিয়ে ভাংচুর চালায় নাহ কেনো?আমাদের কিছু অতি উৎসাহী জনতার কারনেই আজ দেশের এই অবস্থা,, সামান্য উসকানিতেই জাপিয়ে পরে হামলা মামলায়,, চাঁদপুরে ৪ জন নিহত হয়েছে পুলিশের গুলিতে জদিও এটা প্রশাসনের কাছে প্রত্যাশা করি নাহ, কিন্তু প্রশ্ন হচ্ছে ঝামেলা হয়েছে কুমিল্লায় তাহলে চাঁদপুরের হিন্দুরা তো কোনো দোষ করেনি, তাহলে কেনো তাদের বাড়ি ঘরে হামলা করা হলো, এইসব অতি উৎসাহী মানুষের জন্যই দেশে আজ এত সমস্যা",2
হলরুম বন্ধ করে কোন লাভ নেই।রুম থেকে বের হয়ে রাজপথে নেমে আসবে 😅,0
অভিজিৎ কে হত্যা করে ভালই করেছে জঙ্গিগোষ্ঠী,1
নিউ মার্কেটের টোকাই ব্যবসায়ীদের বিরুদ্ধে আইনি ব্যবস্থা নেয়া হোক নয়তো এর পরিণাম অনেক খারাপ হবে,0
বাংলাদেশ কতো হত্যা দিনের বেলায় হয়ে যাচ্ছে সেগুলোর কোন খবর নাই,1
একটা হিন্দুরা তো মরলো না মরলো তো মুষলিমরাই দেশে জেখানে সেখানে মুসলিম দের হত্যা করা হচ্চে দেশ চালাচ্চে কারা এটা আমাদের কথা,1
ধন্যবাদ ভাই আপনাকে,0
আল্লাহু আকবার এর ধ্বনিতে যেমন শয়তান কাছে থাকেনা ।যেমন তারা দূরে সরে যায় ঠিক তেমনি কাফের মুশরিকদের কাছেও সহ্য হয় না তাই কমেন্ট বক্সে এসে আবাল বকে যার কোন ভিত্তি নেই 😒,1
আল্লাহ্ গজব পড়বে ওর উপর..😡😡😡,2
খতিয়ে দেখবে🙂😝😝😝😝😝 হামলা কারী নিজেই,0
সাদ্দাম হোসেন আড়াই কোটি শিয়া মুসলিম হত্যা করেছে তার নামটাও বল কনভার্টেড মুল্লা,1
রক্ত দিয়েছি রক্ত আরও দিবো তবুও নিউমার্কেটের ব্যাবসাইক দের মাথা ফাটিয়ে ছাড়বো ইনশা আল্লাহ 😐😋,2
লেখাপড়া শিখে চোর হয়ছে,1
তাহলে কার গুলিতে মারা গেছে জবাব দেন,0
"যার যত খুশি গেরুয়া পরুক সমস্যা কি ? যার খুশি হিজাব করুক সেখানেও সমস্যা কি ? করোনায় মুখে মাস্ক পরলে যদি সমস্যা না হয় হিজাবে সমস্যা কি? পোষাক যার যার ব্যক্তিগত ব্যাপার, প্রকাম্যে নগ্নতা ব্যক্তিগত ব্যাপার নয় ।",0
আপনারা টাকাগুলা হালাল করে খান সাংবাদিক ভাইয়েরা ও বোনেরা। আপনারা একদিন মারা যাবেন,0
ধন্যবাদ বিস্তারিত জানানোর জন্যে...,0
ধন্যবাদ তাজনুর ভাই।,0
মা সত্যি বল যে নেশা আসক্ত তাই তাকে দিয়ে কাজ টা ভাল হবে তাই অন্য কেউ ওকে দিয়ে কাজ করা হয় ইকবাল বলবে সত্য কি বাঁচা জন্য তার সাথে কে কে ছিল নাইচ খবর,0
সালা দালাল,1
"এভাবেই চলছে, চলবে,জনগনের ভোটের অধিকার টাও হরন করে নিলো এই মেয়াদোত্তীর্ণ সরকার",0
সালার সাংবাদিক এবং আবাল চো*া নেতাদেরকে আগে পিটানো উচিত🤬🤬আল্লাহ তুমি তাদেরকে হেদায়েত দাও নয়তো ধ্বংস করে দাও,2
নাস্তিকের বাচ্চারা গুজব,1
সালাল পুত সব গুলো তুদের কাছে গুজব লাগে।,1
মজিব কে কে জন্ম দিয়েছে?????,0
বি এন পি চারা আর কার দুশ দেবে হালা বাটপার,1
আল হামদুলিল্লাহ্...প্রিয় ভিউয়ার্স আপনাদের ভালবাসায় ইসলামিক চ্যানেলটি এগিয়ে যাচ্ছে।আপনাদের একান্ত সাপোর্ট ও আল্লাহর রহমত নিয়ে অনেক দূর এগিয়ে যাবো ইনশা আল্লাহ্🦋🦋🌺🌺🦋🌹🌹🌻,0
ভাই আপনারা যেটাই বলেন না কেন বাংলাদেশের দোকানদারদের অনেক সমস্যা আছে এদের মারি প্রয়োজন আছে।,1
"আহা, ওটাতো বিজ্ঞানীনা ওটা তোর জন্ম দাতা🤣, যে তোর মাকে চুদেছে😂",1
